wine_code,wine_name,img_url,badge,sugar_content,acidity,body,tannin,producer,nation,production_area,main_varieties
169459,"도멘 갈로아, 부르고뉴 블랑",https://wine21.speedgabia.com/no_image2.jpg,화이트,1,3,1,1,도멘 갈로아 Domaine Gallois,프랑스(France),부르고뉴(Bourgogne),샤르도네 (Chardonnay) 100%
169458,"도멘 갈로아, 지브리 샹베르탱 그랑 크뤼",https://wine21.speedgabia.com/no_image2.jpg,레드,1,3,3,2,도멘 갈로아 Domaine Gallois,프랑스(France),부르고뉴(Bourgogne),피노 누아 (Pinot Noir)
169455,"도멘 갈로아, 지브리 샹베르탱 프르미에 크뤼 꽁브 아 모아",https://wine21.speedgabia.com/no_image2.jpg,레드,1,3,3,2,도멘 갈로아 Domaine Gallois,프랑스(France),부르고뉴(Bourgogne),피노 누아 (Pinot Noir) 100%
169454,"도멘 갈로아, 지브리 샹베르탱",https://wine21.speedgabia.com/no_image2.jpg,레드,1,3,3,2,도멘 갈로아 Domaine Gallois,프랑스(France),부르고뉴(Bourgogne),피노 누아 (Pinot Noir)
169453,"도멘 앙리 마니앵, 지브리 샹베르탱 프르미에 크뤼 라보 쌩 쟈크",https://wine21.speedgabia.com/no_image2.jpg,레드,1,3,3,2,도멘 앙리 마니앵 Domaine Henri Magnien,프랑스(France),부르고뉴(Bourgogne),피노 누아 (Pinot Noir) 100%
169452,"도멘 앙리 마니앵, 지브리 샹베르탱 프르미에 크뤼 레 까지띠에",https://wine21.speedgabia.com/no_image2.jpg,레드,1,3,3,2,도멘 앙리 마니앵 Domaine Henri Magnien,프랑스(France),부르고뉴(Bourgogne),피노 누아 (Pinot Noir) 100%
169451,"도멘 앙리 마니앵, 지브리 샴베르탱 비에이 빈",https://wine21.speedgabia.com/no_image2.jpg,레드,1,3,3,2,도멘 앙리 마니앵 Domaine Henri Magnien,프랑스(France),부르고뉴(Bourgogne),피노 누아 (Pinot Noir) 100%
169450,"도멘 고뜨홍, 프리쏭 부르고뉴 블랑",https://wine21.speedgabia.com/no_image2.jpg,화이트,1,3,1,1,도멘 고뜨홍 Domaine Gautheron,프랑스(France),부르고뉴(Bourgogne),샤르도네 (Chardonnay)
169449,"도멘 고뜨홍, 샤블리 그랑 크뤼 발뮤",https://wine21.speedgabia.com/no_image2.jpg,화이트,1,3,1,1,도멘 고뜨홍 Domaine Gautheron,프랑스(France),부르고뉴(Bourgogne),샤르도네 (Chardonnay)
169448,"도멘 고뜨홍, 샤블리 프르미에 크뤼 레포르노",https://wine21.speedgabia.com/no_image2.jpg,화이트,1,3,1,1,도멘 고뜨홍 Domaine Gautheron,프랑스(France),부르고뉴(Bourgogne),샤르도네 (Chardonnay)
169447,"도멘 고뜨홍, 샤블리 비에이 빈",https://wine21.speedgabia.com/no_image2.jpg,화이트,1,3,1,1,도멘 고뜨홍 Domaine Gautheron,프랑스(France),부르고뉴(Bourgogne),샤르도네 (Chardonnay)
169446,"도멘 고뜨홍, 샤블리",https://wine21.speedgabia.com/no_image2.jpg,화이트,1,3,1,1,도멘 고뜨홍 Domaine Gautheron,프랑스(France),부르고뉴(Bourgogne),샤르도네 (Chardonnay)
169445,"마리타나, 핸슨힐 샤도네이",https://wine21.speedgabia.com/WINE_MST/TITLE/0169000/W0169445.png,화이트,1,4,4,1,마리타나 빈야즈 Maritana Vineyards,미국(U.S.A),캘리포니아(California),샤르도네 (Chardonnay)
169444,"마리타나, 샵 블록 1967 샤도네이",https://wine21.speedgabia.com/WINE_MST/TITLE/0169000/W0169444.png,화이트,1,4,4,1,마리타나 빈야즈 Maritana Vineyards,미국(U.S.A),캘리포니아(California),샤르도네 (Chardonnay)
169443,"마리타나, 라 리비에르 샤도네이",https://wine21.speedgabia.com/WINE_MST/TITLE/0169000/W0169443.png,화이트,1,4,4,1,마리타나 빈야즈 Maritana Vineyards,미국(U.S.A),캘리포니아(California),샤르도네 (Chardonnay)
169442,"도멘 데 호슈 네브, 소뮤르 블랑 끌로 두 물랑",https://wine21.speedgabia.com/WINE_MST/IMAGE/0169000/T0169442_002.png,화이트,1,3,2,1,도멘 데 호슈 네브 Domaine des Roches Neuves,프랑스(France),루아르(Loire),슈냉 블랑 (Chenin Blanc)
169440,"도멘 데 호슈 네브, 소뮤르 샹피니 뀌베 프뤼",https://wine21.speedgabia.com/WINE_MST/IMAGE/0169000/T0169440_002.png,레드,1,3,4,4,도멘 데 호슈 네브 Domaine des Roches Neuves,프랑스(France),루아르(Loire),카베르네 프랑 (Cabernet Franc) 100%
169439,"도멘 데 호슈 네브, 레 메모아 소뮤르 샹피니",https://wine21.speedgabia.com/WINE_MST/IMAGE/0169000/T0169439_002.png,레드,1,3,4,4,도멘 데 호슈 네브 Domaine des Roches Neuves,프랑스(France),루아르(Loire),카베르네 프랑 (Cabernet Franc) 100%
169438,"도멘 데 호슈 네브, 끌로 드 르셀리에 소뮤르 샹피니",https://wine21.speedgabia.com/WINE_MST/IMAGE/0169000/T0169438_002.png,레드,1,3,4,4,도멘 데 호슈 네브 Domaine des Roches Neuves,프랑스(France),루아르(Loire),카베르네 프랑 (Cabernet Franc) 100%
169437,"도멘 데 라 꽁브, 제스티 멜론 블랑",https://wine21.speedgabia.com/no_image2.jpg,화이트,1,3,1,1,도멘 데 라 콤브 Domaine de la Combe,프랑스(France),루아르(Loire),믈롱 드 부르고뉴 (Melon de Bourgogne)
169436,"도멘 데 라 꽁브, 뮈스까데 세버 에 맨 쉬르 리 리저브 퍼스넬레",https://wine21.speedgabia.com/no_image2.jpg,화이트,3,3,1,1,도멘 데 라 콤브 Domaine de la Combe,프랑스(France),루아르(Loire),뮈스카데 (Muscadet)
169435,"도멘 데 라 꽁브, 뮈스까데 세버 에 맨 쉬르 리",https://wine21.speedgabia.com/no_image2.jpg,화이트,3,3,1,1,도멘 데 라 콤브 Domaine de la Combe,프랑스(France),루아르(Loire),뮈스카데 (Muscadet) 100%
169434,"도멘 데 뜨로띠에르, 쉐닌 클레어 드 룬(무아황산염)",https://wine21.speedgabia.com/WINE_MST/IMAGE/0169000/T0169434_002.png,화이트,1,3,1,1,도멘 데 뜨로띠에르 Domaine des Trottieres,프랑스(France),루아르(Loire),슈냉 블랑 (Chenin Blanc)
169433,"도멘 데 뜨로띠에르, 쉐닌 클레어 드 룬",https://wine21.speedgabia.com/WINE_MST/IMAGE/0169000/T0169433_002.png,화이트,1,3,1,1,도멘 데 뜨로띠에르 Domaine des Trottieres,프랑스(France),루아르(Loire),슈냉 블랑 (Chenin Blanc) 100%
169432,"도멘 데 뜨로띠에르, 앙쥬",https://wine21.speedgabia.com/WINE_MST/IMAGE/0169000/T0169432_002.png,레드,1,3,4,5,도멘 데 뜨로띠에르 Domaine des Trottieres,프랑스(France),루아르(Loire),카베르네 프랑 (Cabernet Franc) 100%
169431,"도멘 데 뜨로띠에르, 앙주 샹 데 로즈",https://wine21.speedgabia.com/WINE_MST/IMAGE/0169000/T0169431_002.png,레드,1,3,4,5,도멘 데 뜨로띠에르 Domaine des Trottieres,프랑스(France),루아르(Loire),카베르네 프랑 (Cabernet Franc) 100%
169430,"도멘 데 뜨로띠에르, 카베르네 당주 샴 오죠",https://wine21.speedgabia.com/WINE_MST/IMAGE/0169000/T0169430_002.png,로제,1,3,4,4,도멘 데 뜨로띠에르 Domaine des Trottieres,프랑스(France),루아르(Loire),"카베르네 프랑 (Cabernet Franc) 90%, 카베르네 소비뇽 (Cabernet Sauvignon) 10%"
169429,엄블리 드 프랑 라뛰그 쌩떼밀리옹 그랑 크뤼,https://wine21.speedgabia.com/no_image2.jpg,레드,1,3,4,3,비노블 마르셀 쁘띠 Vignobles Marcel Petit,프랑스(France),보르도(Bordeaux),메를로 (Merlot) 100%
169428,샤또 프랑 라뛰그 쌩떼밀리옹 그랑 크뤼,https://wine21.speedgabia.com/no_image2.jpg,레드,1,3,4,3,비노블 마르셀 쁘띠 Vignobles Marcel Petit,프랑스(France),보르도(Bordeaux),"메를로 (Merlot) 70%, 카베르네 프랑 (Cabernet Franc) 15%, 카베르네 소비뇽 (Cabernet Sauvignon) 15%"
169427,샤또 필부아,https://wine21.speedgabia.com/no_image2.jpg,레드,1,3,4,3,비노블 마르셀 쁘띠 Vignobles Marcel Petit,프랑스(France),보르도(Bordeaux),"메를로 (Merlot) 75%, 카베르네 소비뇽 (Cabernet Sauvignon) 25%"
169426,샤또 필부아 비에이 빈,https://wine21.speedgabia.com/no_image2.jpg,레드,1,3,4,4,비노블 마르셀 쁘띠 Vignobles Marcel Petit,프랑스(France),보르도(Bordeaux),"메를로 (Merlot) 95%, 카베르네 소비뇽 (Cabernet Sauvignon) 5%"
169425,"테 아왕가, 러브드 업",https://wine21.speedgabia.com/no_image2.jpg,스파클링,1,3,1,1,테 아왕가 Te Awanga,뉴질랜드(NewZealand),노스아일랜드(NorthIsland),"피노 누아 (Pinot Noir) , 샤르도네 (Chardonnay)"
169424,"미셀톤, 프리스 프로세코",https://wine21.speedgabia.com/WINE_MST/IMAGE/0169000/T0169424_002.png,스파클링,1,3,1,1,미셀톤 Mitchelton,호주(Australia),빅토리아(Victoria),글레라 (Glera)
169423,"보데가스 셀라야, 스파클링 화이트 브뤼",https://wine21.speedgabia.com/no_image2.jpg,스파클링,1,3,1,1,보데가스 셀라야 Bodeges Celaya,스페인(Spain),카스티야-라만차(Castilla–LaMancha),그르나슈 블랑 (Grenache Blanc)
169422,"록사렐, 아 펠 드 록사렐 자렐-로 암포레스",https://wine21.speedgabia.com/no_image2.jpg,스파클링,1,3,1,1,록사렐 Loxarel,스페인(Spain),페네데스(Penedes),자렐로 (Xarel.lo)
169421,"록사렐, 아말테아 드 록사렐 브룻 나뚜르 레제르바",https://wine21.speedgabia.com/no_image2.jpg,스파클링,1,3,1,1,록사렐 Loxarel,스페인(Spain),페네데스(Penedes),"자렐로 (Xarel.lo) , 마카베오 (Macabeo) , 빠레야다 (Parellada)"
169420,"프란쯔 켈러, 뻬띠 아들러",https://wine21.speedgabia.com/no_image2.jpg,스파클링,1,3,1,1,프란쯔 켈러 Franz Keller,독일(Germany),바덴(Baden),"뮐러 트루가우 (Muller Thurgau) , 리슬링 (Riesling)"
169419,"돈호프, 삐노 젝트",https://wine21.speedgabia.com/no_image2.jpg,스파클링,1,3,1,1,돈호프 Donnhoff,독일(Germany),나헤(Nahe),피노 누아 (Pinot Noir)
169418,"칸티네 콰트로 밸리 SRL, 보르고 풀비아 로사토",https://wine21.speedgabia.com/no_image2.jpg,스파클링,1,3,1,1,칸티네 콰트로 밸리 SRL Cantine Quattro Valli SRL,이탈리아(Italy),에밀리아로마냐(Emilia-Romagna),피노 네로 (Pinot Nero) 100%
169417,"칸티네 콰트로 밸리 SRL, 보르고 풀비아 브뤼",https://wine21.speedgabia.com/no_image2.jpg,스파클링,1,3,1,1,칸티네 콰트로 밸리 SRL Cantine Quattro Valli SRL,이탈리아(Italy),에밀리아로마냐(Emilia-Romagna),샤르도네 (Chardonnay) 100%
169416,"칸티네 콰트로 밸리 SRL, 보르고 풀비아 돌체",https://wine21.speedgabia.com/no_image2.jpg,스파클링,3,3,1,1,칸티네 콰트로 밸리 SRL Cantine Quattro Valli SRL,이탈리아(Italy),에밀리아로마냐(Emilia-Romagna),모스카토 (Moscato ) 100%
169415,"몬테베르디, 프로세코 스푸만테",https://wine21.speedgabia.com/no_image2.jpg,스파클링,2,3,1,1,몬테베르디 Monteverdi,이탈리아(Italy),베네토(Veneto),프로세코 (Prosecco)
169414,"카드갈, 아스티 스푸만테",https://wine21.speedgabia.com/no_image2.jpg,스파클링,3,3,1,1,카디갈 Cadgal,이탈리아(Italy),피에몬테(Piemonte),모스카토 (Moscato ) 100%
169413,"보르고 마라그리아노, 프란체스코 갈리아노 블랑 드 블랑",https://wine21.speedgabia.com/no_image2.jpg,스파클링,1,3,1,1,보르고 마갈리아노 Borgo Maragliano,이탈리아(Italy),피에몬테(Piemonte),샤르도네 (Chardonnay) 100%
169411,"콘트라토, 잉글랜드 로제 브뤼",https://wine21.speedgabia.com/WINE_MST/IMAGE/0169000/T0169411_002.png,스파클링,1,3,1,1,콘트라또 Contratto,이탈리아(Italy),피에몬테(Piemonte),피노 누아 (Pinot Noir)
169410,"콘트라토, 스페셜 뀌베",https://wine21.speedgabia.com/WINE_MST/IMAGE/0169000/T0169410_002.png,스파클링,1,3,1,1,콘트라또 Contratto,이탈리아(Italy),피에몬테(Piemonte),"피노 네로 (Pinot Nero) 90%, 샤르도네 (Chardonnay) 10%"
169409,"콘트라토, 블랑 드 블랑",https://wine21.speedgabia.com/WINE_MST/IMAGE/0169000/T0169409_002.png,스파클링,1,3,1,1,콘트라또 Contratto,이탈리아(Italy),피에몬테(Piemonte),샤르도네 (Chardonnay) 100%
169408,"도멘 가씨에르, 이페르비쑝 블랑",https://wine21.speedgabia.com/no_image2.jpg,스파클링,1,3,1,1,도멘 가씨에르 Domaine Gassier,프랑스(France),론(Rhone),루벵코리아   
169407,"도멘 데 호슈 네브, 크레망 불 드 호쉬",https://wine21.speedgabia.com/WINE_MST/IMAGE/0169000/T0169407_001.png,스파클링,1,4,1,1,도멘 데 호슈 네브 Domaine des Roches Neuves,프랑스(France),루아르(Loire),"슈냉 블랑 (Chenin Blanc) 90%, 샤르도네 (Chardonnay) 5%, 카베르네 프랑 (Cabernet Franc) 5%"
169406,"도멘 드 뜨로띠에르, 크레망 르와르 앤 셍스 브뤼 나뚜르",https://wine21.speedgabia.com/no_image2.jpg,스파클링,1,4,1,1,도멘 데 뜨로띠에르 Domaine des Trottieres,프랑스(France),루아르(Loire),샤르도네 (Chardonnay) 100%
169405,"도멘 데 뜨로띠에르, 크레망 라 삐에르 꾸베르",https://wine21.speedgabia.com/no_image2.jpg,스파클링,1,4,1,1,도멘 데 뜨로띠에르 Domaine des Trottieres,프랑스(France),루아르(Loire),"슈냉 블랑 (Chenin Blanc) 80%, 샤르도네 (Chardonnay) 20%"
169404,"귀냉, 나뚜르 다 브뤼 나뚜르",https://wine21.speedgabia.com/WINE_MST/IMAGE/0169000/T0169404_002.png,스파클링,1,4,1,1,귀냉 Guenin,프랑스(France),샹빠뉴(Champagne),피노 누아 (Pinot Noir) 100%
169403,"귀냉, 이플로래이종 브뤼",https://wine21.speedgabia.com/WINE_MST/IMAGE/0169000/T0169403_001.png,스파클링,1,4,1,1,귀냉 Guenin,프랑스(France),샹빠뉴(Champagne),"피노 누아 (Pinot Noir) 70%, 샤르도네 (Chardonnay) 30%"
169402,"베누아 당보, 샴페인 뉘앙스 드 솔레라",https://wine21.speedgabia.com/WINE_MST/IMAGE/0169000/T0169402_002.png,스파클링,1,4,1,1,베누아 당보 Benoit Dinvant,프랑스(France),샹빠뉴(Champagne),피노 뮈니에 (Pinot Meunier)
169401,"베누아 당보, 샴페인 엑스트라 브룻",https://wine21.speedgabia.com/WINE_MST/IMAGE/0169000/T0169401_002.png,스파클링,1,4,1,1,베누아 당보 Benoit Dinvant,프랑스(France),샹빠뉴(Champagne),"샤르도네 (Chardonnay) 20%, 피노 뮈니에 (Pinot Meunier) 80%"
169400,"호지 꿀롱, 에리띠지",https://wine21.speedgabia.com/WINE_MST/IMAGE/0169000/T0169400_002.png,스파클링,1,4,1,1,호지 꿀롱 Roger Coulon,프랑스(France),샹빠뉴(Champagne),"샤르도네 (Chardonnay) 80%, 피노 누아 (Pinot Noir) 20%"
169399,"호지 꿀롱, 레 오 파르따 그랑 크뤼",https://wine21.speedgabia.com/WINE_MST/IMAGE/0169000/T0169399_002.png,스파클링,1,4,1,1,호지 꿀롱 Roger Coulon,프랑스(France),샹빠뉴(Champagne),샤르도네 (Chardonnay)
169397,"깜빠로, 퀴 에 오라 로제",https://wine21.speedgabia.com/no_image2.jpg,로제,1,3,2,2,깜빠로 Azienda Agricola Camparo,이탈리아(Italy),피에몬테(Piemonte),네비올로 (Nebbiolo)
169396,"파토리아 파가노, 로제",https://wine21.speedgabia.com/no_image2.jpg,로제,1,3,2,2,파토리아 파가노 Fattoria Pagano,이탈리아(Italy),깜빠니아(Campania),"알리아니코 (Aglianico) , 피에디로쏘 (Piedirosso) , 메를로 (Merlot)"
169395,"에노즈, 일 카오스",https://wine21.speedgabia.com/no_image2.jpg,레드,1,3,2,2,에노즈 Enoz,이탈리아(Italy),깜빠니아(Campania),프리미티보 (Primitivo)
169394,"에노즈, 라 모나데",https://wine21.speedgabia.com/no_image2.jpg,화이트,1,3,1,1,에노즈 Enoz,이탈리아(Italy),깜빠니아(Campania),피아노 (Fiano)
169393,"에노즈, 라띠모",https://wine21.speedgabia.com/no_image2.jpg,화이트,1,3,1,1,에노즈 Enoz,이탈리아(Italy),깜빠니아(Campania),팔랑기나 (Falanghina)
169392,"에노즈, 일 레에 에누도",https://wine21.speedgabia.com/no_image2.jpg,로제,1,3,2,2,에노즈 Enoz,이탈리아(Italy),깜빠니아(Campania),프리미티보 (Primitivo)
169391,"모란딘, 렌티코",https://wine21.speedgabia.com/no_image2.jpg,스파클링,1,4,1,1,모란딘 Morandin,이탈리아(Italy),베네토(Veneto),"글레라 (Glera) , 페레라 (Perera) , 베르디소 (Verdiso) , 비안케타 (Bianchetta)"
169390,"마소트, 콜 폰도",https://wine21.speedgabia.com/no_image2.jpg,스파클링,1,4,1,1,마소트 Masot,이탈리아(Italy),베네토(Veneto),글레라 (Glera)
169389,"마소트, 마르나 블루",https://wine21.speedgabia.com/no_image2.jpg,스파클링,1,4,1,1,마소트 Masot,이탈리아(Italy),베네토(Veneto),글레라 (Glera)
169388,"호튼, 스트라이프 샤르도네",https://wine21.speedgabia.com/WINE_MST/TITLE/0169000/W0169388.png,화이트,1,3,3,1,호튼 Houghton,호주(Australia),웨스턴오스트레일리아(WesternAustralia),샤르도네 (Chardonnay)
169387,"호튼, 스트라이프 쉬라즈",https://wine21.speedgabia.com/WINE_MST/TITLE/0169000/W0169387.png,레드,1,3,3,3,호튼 Houghton,호주(Australia),웨스턴오스트레일리아(WesternAustralia),시라/쉬라즈 (Syrah/Shiraz)
169386,"호튼, 스트라이프 카베르네 소비뇽",https://wine21.speedgabia.com/WINE_MST/TITLE/0169000/W0169386.png,레드,1,3,3,3,호튼 Houghton,호주(Australia),웨스턴오스트레일리아(WesternAustralia),카베르네 소비뇽 (Cabernet Sauvignon)
169385,"무따르, 부르고뉴 피노 누아",https://wine21.speedgabia.com/no_image2.jpg,레드,1,3,2,2,무따르 Champagne Moutard & Domaine Moutard,프랑스(France),부르고뉴(Bourgogne),피노 누아 (Pinot Noir)
169384,"무따르, 부르고뉴 샤도네이",https://wine21.speedgabia.com/no_image2.jpg,화이트,1,3,1,1,무따르 Champagne Moutard & Domaine Moutard,프랑스(France),부르고뉴(Bourgogne),샤르도네 (Chardonnay)
169383,"무따르, 케스 크 쎄 알리고떼",https://wine21.speedgabia.com/no_image2.jpg,화이트,1,3,1,1,무따르 Champagne Moutard & Domaine Moutard,프랑스(France),부르고뉴(Bourgogne),알리고테 (Aligote)
169382,"페드라롱가, 도우미아 바리까",https://wine21.speedgabia.com/no_image2.jpg,레드,1,3,3,3,페드라롱가 Pedralonga,스페인(Spain),리아스바이사스(RiasBaixas),"멘시아 (Mencia) , 카이노 틴토 (Caino Tinto) , 에스파데이로 (Espadeiro)"
169381,"페드라롱가, 알바리뇨",https://wine21.speedgabia.com/no_image2.jpg,화이트,1,3,1,1,페드라롱가 Pedralonga,스페인(Spain),리아스바이사스(RiasBaixas),알바리뇨 (Albarino(Alvarinho))
169380,"페드라롱가, 테라 데 고도스",https://wine21.speedgabia.com/no_image2.jpg,화이트,1,3,1,1,페드라롱가 Pedralonga,스페인(Spain),리아스바이사스(RiasBaixas),알바리뇨 (Albarino(Alvarinho))
169379,"카스텔 다쥐, 100% 미라클 오렌지",https://wine21.speedgabia.com/no_image2.jpg,화이트,1,3,2,2,카스텔 다쥐 Castell d’Age,스페인(Spain),페네데스(Penedes),소비뇽 블랑 (Sauvignon Blanc)
169378,"카스텔 다쥐, 프래그먼츠 로제",https://wine21.speedgabia.com/no_image2.jpg,로제,1,3,2,2,카스텔 다쥐 Castell d’Age,스페인(Spain),페네데스(Penedes),그르나슈 (Grenache)
169377,"라이징, 야라밸리 피노 누아",https://wine21.speedgabia.com/no_image2.jpg,레드,1,3,2,2,라이징 와인즈 Rising Wines,호주(Australia),빅토리아(Victoria),피노 누아 (Pinot Noir) 100%
169376,"라이징, 야라 밸리 샤도네이",https://wine21.speedgabia.com/no_image2.jpg,화이트,1,3,1,1,라이징 와인즈 Rising Wines,호주(Australia),빅토리아(Victoria),샤르도네 (Chardonnay) 100%
169375,"제이씨스 오운, 모리알타 피노 누아",https://wine21.speedgabia.com/no_image2.jpg,레드,1,3,2,2,제이씨스 오운 JC’s Own,호주(Australia),사우스오스트레일리아(SouthAustralia),피노 누아 (Pinot Noir) 100%
169374,"테누타 카세누오베, 키안티 클라시코 리제르바",https://wine21.speedgabia.com/WINE_MST/TITLE/0169000/W0169374.png,레드,0,4,3,3,테누타 카세누오베 Tenuta Casenuove,이탈리아(Italy),토스카나(Toscana),산지오베제 (Sangiovese) 100%
169373,"테누타 카세누오베, 키안티 클라시코",https://wine21.speedgabia.com/WINE_MST/TITLE/0169000/W0169373.png,레드,1,3,4,3,테누타 카세누오베 Tenuta Casenuove,이탈리아(Italy),토스카나(Toscana),"산지오베제 (Sangiovese) 80%, 메를로 (Merlot) 15%, 카베르네 소비뇽 (Cabernet Sauvignon) 5%"
169372,"퀘르치아 알 포지오, 키안티 클라시코 그란 셀레지오네 '비냐 레 카타스테'",https://wine21.speedgabia.com/WINE_MST/TITLE/0169000/W0169372.png,레드,1,3,4,4,퀘르치아 알 포지오 Quercia al Poggio,이탈리아(Italy),토스카나(Toscana),산지오베제 (Sangiovese) 100%
169371,"퀘르치아 알 포지오, 키안티 클라시코 리제르바",https://wine21.speedgabia.com/WINE_MST/TITLE/0169000/W0169371.png,레드,1,3,4,4,퀘르치아 알 포지오 Quercia al Poggio,이탈리아(Italy),토스카나(Toscana),산지오베제 (Sangiovese) 100%
169370,"퀘르치아 알 포지오, 키안티 클라시코",https://wine21.speedgabia.com/WINE_MST/TITLE/0169000/W0169370.png,레드,1,3,4,4,퀘르치아 알 포지오 Quercia al Poggio,이탈리아(Italy),토스카나(Toscana),"산지오베제 (Sangiovese) 80%, 칠리에졸로 (Ciliegiolo) &%, 카나이올로 (Canaiolo) &%, 말바시아 네라 (Malvasia nera) &%, 콜로리노 (Colorino) 20%"
169369,"이스티네, 키안티 클라시코 리제르바 '레비녜'",https://wine21.speedgabia.com/WINE_MST/TITLE/0169000/W0169369.png,레드,1,4,3,3,이스티네 Istine,이탈리아(Italy),토스카나(Toscana),산지오베제 (Sangiovese) 100%
169368,"이스티네, 키안티 클라시코",https://wine21.speedgabia.com/WINE_MST/TITLE/0169000/W0169368.png,레드,1,3,3,3,이스티네 Istine,이탈리아(Italy),토스카나(Toscana),산지오베제 (Sangiovese) 100%
169367,"일 팔라지오 디 판자노, 키안티 클라시코 그란 셀레지오네 '라 비냐 델레 밤볼레'",https://wine21.speedgabia.com/WINE_MST/TITLE/0169000/W0169367.png,레드,1,4,4,3,일 팔라지오 디 판자노 Il Palagio di Panzano,이탈리아(Italy),토스카나(Toscana),산지오베제 (Sangiovese) 100%
169366,"일 팔라지오 디 판자노, 키안티 클라시코 리제르바",https://wine21.speedgabia.com/WINE_MST/TITLE/0169000/W0169366.png,레드,1,4,4,3,일 팔라지오 디 판자노 Il Palagio di Panzano,이탈리아(Italy),토스카나(Toscana),산지오베제 (Sangiovese) 100%
169365,"일 팔라지오 디 판자노, 키안티 클라시코",https://wine21.speedgabia.com/WINE_MST/TITLE/0169000/W0169365.png,레드,1,3,3,3,일 팔라지오 디 판자노 Il Palagio di Panzano,이탈리아(Italy),토스카나(Toscana),산지오베제 (Sangiovese) 100%
169364,"갈리올레, 키안티 클라시코 그란 셀레지오네 '갈룰레'",https://wine21.speedgabia.com/WINE_MST/TITLE/0169000/W0169364.png,레드,1,4,4,3,갈리올레 Gagliole,이탈리아(Italy),토스카나(Toscana),산지오베제 (Sangiovese) 100%
169363,"파토리아 산 미켈레 아 토리, 키안티 클라시코 리제르바 '테누타 라 가비올라'",https://wine21.speedgabia.com/WINE_MST/TITLE/0169000/W0169363.png,레드,1,4,3,3,파토리아 산 미켈레 아 토리 Fattoria San Michele a Torri,이탈리아(Italy),토스카나(Toscana),산지오베제 (Sangiovese) 100%
169362,"파토리아 산 미켈레 아 토리, 키안티 클라시코 '테누타 라 가비올라'",https://wine21.speedgabia.com/WINE_MST/TITLE/0169000/W0169362.png,레드,1,3,3,3,파토리아 산 미켈레 아 토리 Fattoria San Michele a Torri,이탈리아(Italy),토스카나(Toscana),"산지오베제 (Sangiovese) 95%, 시라/쉬라즈 (Syrah/Shiraz) 5%"
169361,"파토리아 델라 아이올라, 키안티 클라시코 그란 셀레지오네 '칸셀로 로쏘'",https://wine21.speedgabia.com/WINE_MST/TITLE/0169000/W0169361.png,레드,1,4,4,3,파토리아 델라 아이올라 Fattoria della Aiola,이탈리아(Italy),토스카나(Toscana),"산지오베제 (Sangiovese) 90%, 콜로리노 (Colorino) &%, 메를로 (Merlot) 10%"
169360,"파토리아 델라 아이올라, 키안티 클라시코 리제르바",https://wine21.speedgabia.com/WINE_MST/TITLE/0169000/W0169360.png,레드,1,4,3,3,파토리아 델라 아이올라 Fattoria della Aiola,이탈리아(Italy),토스카나(Toscana),"산지오베제 (Sangiovese) 90%, 콜로리노 (Colorino) 5%, 메를로 (Merlot) 5%"
169359,"파토리아 델라 아이올라, 키안티 클라시코",https://wine21.speedgabia.com/WINE_MST/TITLE/0169000/W0169359.png,레드,1,4,3,3,파토리아 델라 아이올라 Fattoria della Aiola,이탈리아(Italy),토스카나(Toscana),"산지오베제 (Sangiovese) , 콜로리노 (Colorino) , 메를로 (Merlot)"
169358,"카스텔로 비키오마지오, 키안티 클라시코 '구아도 알토'",https://wine21.speedgabia.com/WINE_MST/TITLE/0169000/W0169358.png,레드,1,3,3,3,카스텔로 비키오마지오 Castello Vicchiomaggio,이탈리아(Italy),토스카나(Toscana),산지오베제 (Sangiovese) 100%
169357,"카스텔로 라 레치아, 키안티 클라시코 그란 셀레지오네 '브루치아냐'",https://wine21.speedgabia.com/WINE_MST/TITLE/0169000/W0169357.png,레드,1,4,4,3,카스텔로 라 레치아 Castello La Leccia,이탈리아(Italy),토스카나(Toscana),산지오베제 (Sangiovese) 100%
169356,"카스텔로 라 레치아, 키안티 클라시코 리제르바",https://wine21.speedgabia.com/WINE_MST/TITLE/0169000/W0169356.png,레드,1,3,4,3,카스텔로 라 레치아 Castello La Leccia,이탈리아(Italy),토스카나(Toscana),"산지오베제 (Sangiovese) 98%, 말바시아 네라 (Malvasia nera) 2%"
169355,"카스텔로 라 레치아, 키안티 클라시코",https://wine21.speedgabia.com/WINE_MST/TITLE/0169000/W0169355.png,레드,1,3,3,3,카스텔로 라 레치아 Castello La Leccia,이탈리아(Italy),토스카나(Toscana),산지오베제 (Sangiovese) 100%
169354,"바디아 아 콜티부오노, 키안티 클라시코 리제르바 '컬터스'",https://wine21.speedgabia.com/WINE_MST/TITLE/0169000/W0169354.png,레드,1,4,4,3,바디아 아 콜티부오노 Badia a Coltibuono,이탈리아(Italy),토스카나(Toscana),"산지오베제 (Sangiovese) 80%, 기타 품종 (Other Grapes) 20%"
169353,"바디아 아 콜티부오노, 키안티 클라시코",https://wine21.speedgabia.com/WINE_MST/TITLE/0169000/W0169353.png,레드,1,0,0,0,바디아 아 콜티부오노 Badia a Coltibuono,이탈리아(Italy),토스카나(Toscana),"산지오베제 (Sangiovese) 90%, 기타 품종 (Other Grapes) 10%"
